FRANCE FIXED OLO ZONE 7,3356783
FRANCE FIXED OLO ZONE 7,3356782
FRANCE FIXED OLO ZONE 7,3356781
FRANCE FIXED OLO ZONE 7,3356780
FRANCE FIXED OLO ZONE 7,3356779
FRANCE FIXED OLO ZONE 7,3356778
FRANCE FIXED OLO ZONE 7,3356777
FRANCE FIXED OLO ZONE 7,3356776
FRANCE FIXED OLO ZONE 7,3356775
FRANCE FIXED ILIAD,3356774
FRANCE FIXED OLO ZONE 7,3356773
FRANCE FIXED OLO ZONE 7,3356772
FRANCE FIXED OLO ZONE 7,3356771
FRANCE FIXED OLO ZONE 7,3356770
FRANCE FIXED OLO ZONE 7,3356769
FRANCE FIXED OLO ZONE 7,3356768
FRANCE FIXED OLO ZONE 7,3356767
FRANCE FIXED OLO ZONE 7,3356766
FRANCE FIXED OLO ZONE 7,3356765
FRANCE FIXED OLO ZONE 7,3356764
FRANCE FIXED OLO ZONE 7,3356763
FRANCE FIXED ILIAD,3356762
FRANCE FIXED OLO ZONE 7,3356761
FRANCE FIXED ILIAD,3356760
FRANCE FIXED OLO ZONE 7,3356759
FRANCE FIXED OLO ZONE 7,3356758
ARMENIA,374
ARMENIA MOBILE,3749
ARMENIA MOBILE ARMEN TEL,37491
ARMENIA MOBILE ARMEN TEL,37492
ARMENIA MOBILE ARMEN TEL,37499
ARMENIA MOBILE KARABAKH,37447
ARMENIA MOBILE KARABAKH,37497
ARMENIA MOBILE ORANGE,37455
ARMENIA MOBILE ORANGE,37495
ARMENIA MOBILE VIVACELL,37477
ARMENIA MOBILE VIVACELL,37493
ARMENIA MOBILE VIVACELL,37494
ARMENIA MOBILE VIVACELL,37498
ARMENIA YEREVAN,37410
ARUBA,297
ARUBA MOBILE,2975
ARUBA MOBILE,29756
ARUBA MOBILE,297582
ARUBA MOBILE,297583
ARUBA MOBILE,297584
ARUBA MOBILE,297585
ARUBA MOBILE,297586
ARUBA MOBILE,297587
ARUBA MOBILE,297588
ARUBA MOBILE,29759
ARUBA MOBILE,2976
ARUBA MOBILE,29766
ARUBA MOBILE,29769
ARUBA MOBILE,2977
ARUBA MOBILE,2979
ARUBA MOBILE,29796
ARUBA MOBILE,29799
ARUBA MOBILE,297990
ARUBA MOBILE,297992
ARUBA MOBILE,297993
ARUBA MOBILE,297994
ARUBA MOBILE,297995
ARUBA MOBILE,297996
ARUBA MOBILE,297997
ARUBA MOBILE,297998
ARUBA MOBILE,297999
ARUBA MOBILE DIGICEL,29773
ARUBA MOBILE DIGICEL,29774
ARUBA MOBILE MIO,297600
ARUBA MOBILE MIO,297622
ASCENSION ISLAND,247
AUSTRALIA,61
AUSTRALIA ADELAIDE,61870
AUSTRALIA ADELAIDE,61871
AUSTRALIA ADELAIDE,61872
AUSTRALIA ADELAIDE,61873
AUSTRALIA ADELAIDE,61874
AUSTRALIA ADELAIDE,61881
AUSTRALIA ADELAIDE,61882
AUSTRALIA ADELAIDE,61883
AUSTRALIA ADELAIDE,61884
AUSTRALIA BRISBANE,6173
AUSTRALIA CANBERRA,61261
AUSTRALIA CANBERRA,61262
AUSTRALIA HOBERT,61362
AUSTRALIA MELBOURNE,6138
AUSTRALIA MELBOURNE,6139
AUSTRALIA MOBILE,614
AUSTRALIA MOBILE HUTCHISON,614251
AUSTRALIA MOBILE HUTCHISON,614252
AUSTRALIA MOBILE HUTCHISON,614253
AUSTRALIA MOBILE HUTCHISON,614256
AUSTRALIA MOBILE HUTCHISON,614257
AUSTRALIA MOBILE HUTCHISON,614258
AUSTRALIA MOBILE HUTCHISON,614300
AUSTRALIA MOBILE HUTCHISON,614301
AUSTRALIA MOBILE HUTCHISON,614302
AUSTRALIA MOBILE HUTCHISON,614303
AUSTRALIA MOBILE HUTCHISON,614304
AUSTRALIA MOBILE HUTCHISON,614305
AUSTRALIA MOBILE HUTCHISON,61433
AUSTRALIA MOBILE OPTUS,61401
AUSTRALIA MOBILE OPTUS,61402
AUSTRALIA MOBILE OPTUS,61403
AUSTRALIA MOBILE OPTUS,61411
AUSTRALIA MOBILE OPTUS,61412
AUSTRALIA MOBILE OPTUS,61413
AUSTRALIA MOBILE OPTUS,61421
AUSTRALIA MOBILE OPTUS,61422
AUSTRALIA MOBILE OPTUS,61423
AUSTRALIA MOBILE OPTUS,61431
AUSTRALIA MOBILE OPTUS,61432
AUSTRALIA MOBILE OPTUS,61434
AUSTRALIA MOBILE OPTUS,614350
AUSTRALIA MOBILE OPTUS,614351
AUSTRALIA MOBILE OPTUS,614352
AUSTRALIA MOBILE OPTUS,614660
AUSTRALIA MOBILE OPTUS,614661
AUSTRALIA MOBILE OPTUS,614662
AUSTRALIA MOBILE OPTUS,614663
AUSTRALIA MOBILE OPTUS,614664
AUSTRALIA MOBILE OPTUS,614665
AUSTRALIA MOBILE OPTUS,614666
AUSTRALIA MOBILE TELSTRA,61400
AUSTRALIA MOBILE TELSTRA,61407
AUSTRALIA MOBILE TELSTRA,61408
AUSTRALIA MOBILE TELSTRA,61409
AUSTRALIA MOBILE TELSTRA,61417
AUSTRALIA MOBILE TELSTRA,61418
AUSTRALIA MOBILE TELSTRA,61419
AUSTRALIA MOBILE TELSTRA,61427
AUSTRALIA MOBILE TELSTRA,61428
AUSTRALIA MOBILE TELSTRA,61429
AUSTRALIA MOBILE TELSTRA,61437
AUSTRALIA MOBILE TELSTRA,61438
AUSTRALIA MOBILE TELSTRA,61439
AUSTRALIA MOBILE TELSTRA,61447
AUSTRALIA MOBILE TELSTRA,61448
AUSTRALIA MOBILE TELSTRA,61458
AUSTRALIA MOBILE TELSTRA,614880
AUSTRALIA MOBILE TELSTRA,614881
AUSTRALIA MOBILE TELSTRA,614882
AUSTRALIA MOBILE TELSTRA,614883
AUSTRALIA MOBILE TELSTRA,614884
AUSTRALIA MOBILE TELSTRA,614885
AUSTRALIA MOBILE TELSTRA,614886
AUSTRALIA MOBILE TELSTRA,614887
AUSTRALIA MOBILE TELSTRA,614889
AUSTRALIA MOBILE VODAFONE,61404
AUSTRALIA MOBILE VODAFONE,61405
AUSTRALIA MOBILE VODAFONE,61406
AUSTRALIA MOBILE VODAFONE,61410
AUSTRALIA MOBILE VODAFONE,61414
AUSTRALIA MOBILE VODAFONE,61415
AUSTRALIA MOBILE VODAFONE,61416
AUSTRALIA MOBILE VODAFONE,614202
AUSTRALIA MOBILE VODAFONE,614203
AUSTRALIA MOBILE VODAFONE,614204
AUSTRALIA MOBILE VODAFONE,614205
AUSTRALIA MOBILE VODAFONE,614206
AUSTRALIA MOBILE VODAFONE,614207
AUSTRALIA MOBILE VODAFONE,614208
AUSTRALIA MOBILE VODAFONE,614209
AUSTRALIA MOBILE VODAFONE,61424
AUSTRALIA MOBILE VODAFONE,61449
AUSTRALIA MOBILE VODAFONE,61450
AUSTRALIA MOBILE VODAFONE,61451
AUSTRALIA OTHERS,6189
AUSTRALIA PERTH,61861
AUSTRALIA PERTH,61862
AUSTRALIA PERTH,61863
AUSTRALIA PERTH,61864
AUSTRALIA PERTH,61865
AUSTRALIA PERTH,61892
AUSTRALIA PERTH,61893
AUSTRALIA PERTH,61894
AUSTRALIA PREMIUM,611
AUSTRALIA SPECIAL SERVICES,6113
AUSTRALIA SYDNEY,6128
AUSTRALIA SYDNEY,6129
AUSTRIA,43
AUSTRIA CORPORATE,43501
AUSTRIA CORPORATE,43502
AUSTRIA CORPORATE,43503
AUSTRIA CORPORATE,43504
AUSTRIA CORPORATE,43505
AUSTRIA CORPORATE,43506
AUSTRIA CORPORATE,43507
AUSTRIA CORPORATE,43508
AUSTRIA CORPORATE,43509
AUSTRIA CORPORATE,43517
AUSTRIA CORPORATE,4357
AUSTRIA CORPORATE,4359
AUSTRIA MOBILE,43644
AUSTRIA MOBILE,43651
AUSTRIA MOBILE,43652
AUSTRIA MOBILE,43653
AUSTRIA MOBILE,43655
AUSTRIA MOBILE,43657
AUSTRIA MOBILE,43659
AUSTRIA MOBILE,43661
AUSTRIA MOBILE,43663
AUSTRIA MOBILE,43665
AUSTRIA MOBILE,43666
AUSTRIA MOBILE,43667
AUSTRIA MOBILE,43668
AUSTRIA MOBILE,43669
AUSTRIA MOBILE,4367
AUSTRIA MOBILE,4368
AUSTRIA MOBILE,4369
AUSTRIA MOBILE,43710
FRANCE FIXED OLO ZONE 7,3356757
FRANCE FIXED OLO ZONE 7,3356756
FRANCE FIXED OLO ZONE 7,3356755
FRANCE FIXED OLO ZONE 7,3356754
AUSTRIA MOBILE HUTCHISON 3G,43660
FRANCE FIXED OLO ZONE 7,3356753
FRANCE FIXED OLO ZONE 7,3356752
FRANCE FIXED OLO ZONE 7,3356751
AUSTRIA MOBILE MOBILKOM,43664
AUSTRIA MOBILE MOBILKOM,43680
AUSTRIA MOBILE MOBILKOM,43688
AUSTRIA MOBILE ONE,436990
AUSTRIA MOBILE ONE,436991
AUSTRIA MOBILE ONE,436992
AUSTRIA MOBILE ONE,436993
AUSTRIA MOBILE ONE,436994
AUSTRIA MOBILE ONE,436995
AUSTRIA MOBILE ONE,436996
AUSTRIA MOBILE ONE,436997
FRANCE FIXED OLO ZONE 7,3356750
FRANCE FIXED OLO ZONE 7,3356749
FRANCE FIXED OLO ZONE 7,3356748
FRANCE FIXED OLO ZONE 7,3356747
FRANCE FIXED OLO ZONE 7,3356746
FRANCE FIXED OLO ZONE 7,3356745
FRANCE FIXED OLO ZONE 7,3356744
FRANCE FIXED OLO ZONE 7,3356743
AUSTRIA MOBILE ONE,436999
AUSTRIA MOBILE ORANGE,43681
AUSTRIA MOBILE ORANGE,43699
FRANCE FIXED ILIAD,3356742
FRANCE FIXED ILIAD,3356741
AUSTRIA MOBILE TMOBILE,43650
AUSTRIA MOBILE TMOBILE,43676
AUSTRIA MOBILE TMOBILE,43677
AUSTRIA MOBILE TMOBILE,436772
AUSTRIA MOBILE TMOBILE,436778
FRANCE FIXED ILIAD,3356740
FRANCE FIXED ILIAD,3356739
FRANCE FIXED ILIAD,3356738
FRANCE FIXED ILIAD,3356737
FRANCE FIXED ILIAD,3356736
FRANCE FIXED ILIAD,3356735
FRANCE FIXED OLO ZONE 7,3356734
FRANCE FIXED OLO ZONE 7,3356733
FRANCE FIXED ILIAD,3356732
AUSTRIA NATIONAL,43720
AUSTRIA NATIONAL,43780
AUSTRIA OTHERS,43900
AUSTRIA OTHERS,43930
AUSTRIA TOLLFREE,43800
AUSTRIA TOLLFREE,43802
AUSTRIA TOLLFREE,43804
AUSTRIA VIENNA,431
AZERBAIJAN,994
AZERBAIJAN BAKU,99412
AZERBAIJAN CDMA,99444
AZERBAIJAN MOBILE,99440
AZERBAIJAN MOBILE,99470
AZERBAIJAN MOBILE,99477
AZERBAIJAN MOBILE AZERCELL,99450
AZERBAIJAN MOBILE AZERCELL,99451
AZERBAIJAN MOBILE BAKCELL,99455
AZERBAIJAN MOBILE NAKCHIVAN,99460
AZERBAIJAN OTHERS,9944
AZERBAIJAN OTHERS,9945
AZERBAIJAN OTHERS,9946
AZERBAIJAN OTHERS,9947
BAHAMAS,1242
FRANCE FIXED OLO ZONE 7,3356731
FRANCE FIXED ILIAD,3356730
FRANCE FIXED OLO ZONE 7,3356729
FRANCE FIXED OLO ZONE 7,3356728
FRANCE FIXED OLO ZONE 7,3356727
FRANCE FIXED OLO ZONE 7,3356726
BAHRAIN,973
BAHRAIN BATELCO,97317
BAHRAIN MOBILE,9733
BAHRAIN MOBILE BATELCO,97331
BAHRAIN MOBILE BATELCO,973322
BAHRAIN MOBILE BATELCO,973383
BAHRAIN MOBILE BATELCO,973384
BAHRAIN MOBILE BATELCO,973388
BAHRAIN MOBILE BATELCO,97339
BAHRAIN MOBILE MTC VODAFONE,97336
BAHRAIN MOBILE MTC VODAFONE,973377
BAHRAIN MOBILE MTC VODAFONE,973663
BAHRAIN MOBILE MTC VODAFONE,973666
BAHRAIN MOBILE WIMAX,97377
BAHRAIN PREMIUM,973900
BANGLADESH,880
BANGLADESH CHITTAGONG,88031
BANGLADESH DHAKA,8802
BANGLADESH MOBILE,8801
BANGLADESH MOBILE GRAMEEN,88017
BANGLADESH MOBILE TM INTERNATIONAL,88018
BANGLADESH SYLET,880821
BARBADOS,1246
BARBADOS MOBILE,124623
BARBADOS MOBILE,124624
BARBADOS MOBILE,124625
FRANCE FIXED OLO ZONE 7,3356725
FRANCE FIXED OLO ZONE 7,3356724
FRANCE FIXED ILIAD,3356723
FRANCE FIXED OLO ZONE 7,3356722
FRANCE FIXED ILIAD,3356721
BARBADOS MOBILE,124645
FRANCE FIXED OLO ZONE 7,3356720
FRANCE FIXED OLO ZONE 7,3356719
FRANCE FIXED OLO ZONE 7,3356718
FRANCE FIXED OLO ZONE 7,3356717
BARBADOS MOBILE DIGICEL,124626
FRANCE FIXED OLO ZONE 7,3356716
FRANCE FIXED ILIAD,3356715
FRANCE FIXED ILIAD,3356714
FRANCE FIXED ILIAD,3356713
FRANCE FIXED ILIAD,3356712
BARBADOS MOBILE DIGICEL,124682
BARBADOS MOBILE DIGICEL,124683
BELARUS,375
BELARUS MINSK,37517
BELARUS MINSK,375172
BELARUS MINSK,375173
BELARUS MINSK,375175
BELARUS MOBILE,37525
BELARUS MOBILE,37529
BELARUS MOBILE,375290
BELARUS MOBILE BEST,375256
BELARUS MOBILE MTS,375292
BELARUS MOBILE MTS,375295
BELARUS MOBILE MTS,375297
BELARUS MOBILE MTS,375298
BELARUS MOBILE MTS,37533
BELARUS MOBILE VELCOM,375291
BELARUS MOBILE VELCOM,375293
BELARUS MOBILE VELCOM,375296
BELARUS MOBILE VELCOM,375299
BELARUS MOBILE VELCOM,37544
BELARUS SPECIAL SERVICES,375602
BELGIUM,32
BELGIUM BRUSSELS,322
BELGIUM MOBILE,3244
BELGIUM MOBILE,3245
BELGIUM MOBILE,3246
BELGIUM MOBILE BASE,3248
BELGIUM MOBILE MOBISTAR,3249
BELGIUM MOBILE PROXIMUS,32460
BELGIUM MOBILE PROXIMUS,3247
BELGIUM MOBILE TELENET,324681
BELGIUM MOBILE TELENET,324682
BELGIUM MOBILE TELENET,324683
BELGIUM MOBILE TIMSI,32463
BELGIUM PREMIUM,3270
BELGIUM PREMIUM,3278
BELGIUM PREMIUM,32800
BELGIUM PREMIUM,3290
BELGIUM PRS,3277
BELIZE,501
BELIZE CITY,50123
BELIZE CITY,50124
BELIZE CITY,50127
BELIZE MOBILE,5016
BENIN,229
BENIN MOBILE,2299
FRANCE FIXED OLO ZONE 7,3356711
FRANCE FIXED ILIAD,3356710
FRANCE FIXED OLO ZONE 7,3356709
FRANCE FIXED OLO ZONE 7,3356708
FRANCE FIXED OLO ZONE 7,3356707
FRANCE FIXED OLO ZONE 7,3356706
FRANCE FIXED OLO ZONE 7,3356705
FRANCE FIXED OLO ZONE 7,3356704
FRANCE FIXED OLO ZONE 7,3356703
FRANCE FIXED OLO ZONE 7,3356702
FRANCE FIXED OLO ZONE 7,3356701
FRANCE FIXED OLO ZONE 7,3356700
FRANCE FIXED OLO ZONE 7,3354779
FRANCE FIXED OLO ZONE 7,3354778
FRANCE FIXED OLO ZONE 7,3354777
FRANCE FIXED OLO ZONE 7,3354776
